tier,reason,name,city,state,shop_type,offers_fitting,reviews,rating,slug,website
1,instruction only — website confirms no fitting,Lake Wales Country Club,Lake Wales,FL,Instruction,False,0,4,lake-wales-country-club-lake-wales-fl,https://lakewalescountryclub.com/
1,instruction only — website confirms no fitting,Larry Rinker Florida GOLF Schools,Orlando,FL,Instruction,False,0,5,larry-rinker-florida-golf-schools-orlando-fl,https://www.larryrinker.com/
1,instruction only — website confirms no fitting,Bobby Jones GOLF Course,Atlanta,GA,Instruction,False,0,4.1,bobby-jones-golf-course-atlanta-ga,https://www.bobbyjonesgc.com/
1,instruction only — website confirms no fitting,Grand Slam GOLF Academy At Bobby Jones GOLF Course,Atlanta,GA,Instruction,False,0,5,grand-slam-golf-academy-at-bobby-jones-golf-course-atlanta-ga,https://www.bobbyjonesgc.com/grandslamgolfacademy/
1,instruction only — website confirms no fitting,Iron Horse GOLF Academy,Alpharetta,GA,Instruction,False,0,4.5,iron-horse-golf-academy-alpharetta-ga,https://ironhorsegolfacademy.com/
1,instruction only — website confirms no fitting,North Georgia GOLF Academy,Dacula,GA,Instruction,False,0,5,north-georgia-golf-academy-dacula-ga,https://www.northgeorgiagolfacademy.com/
1,instruction only — website confirms no fitting,Summit GOLF Training,Kennesaw,GA,Instruction,False,0,5,summit-golf-training-kennesaw-ga,https://www.summitgolftraining.com/
1,instruction only — website confirms no fitting,Siouxland GOLF Lessons,Sioux City,IA,Instruction,False,0,5,siouxland-golf-lessons-sioux-city-ia,https://www.siouxlandgolflessons.com/home
1,instruction only — website confirms no fitting,Hlcc: GOLF Shop,Hayden,ID,Instruction,False,0,4,hlcc-golf-shop-hayden-id,https://www.haydenlakecc.com/
1,instruction only — website confirms no fitting,Chris Green - GOLF Instruction,GOLF,IL,Instruction,False,0,5,chris-green-golf-instruction-golf-il,https://www.chrisgreen.golf/
1,instruction only — website confirms no fitting,Clp GOLF Indoors,Romeoville,IL,Instruction,False,0,5,clp-golf-indoors-romeoville-il,https://www.clpgolf.com/
1,instruction only — website confirms no fitting,Golo GOLF,Indianapolis,IN,Instruction,False,0,5,golo-golf-indianapolis-in,https://goloindy.com/
1,instruction only — website confirms no fitting,Prairie View GOLF Club,Carmel,IN,Instruction,False,0,4.6,prairie-view-golf-club-carmel-in,https://www.prairieviewgc.com/
1,instruction only — website confirms no fitting,Totalperformancegolf,Stilwell,KS,Instruction,False,0,5,totalperformancegolf-stilwell-ks,https://johnrichman.com/
1,instruction only — website confirms no fitting,Coombes Champion GOLF,Quincy,MA,Instruction,False,0,4.4,coombes-champion-golf-quincy-ma,https://coombesgolf.com/
1,instruction only — website confirms no fitting,Jbc GOLF INC,Brighton,MA,Instruction,False,0,0,jbc-golf-inc-brighton-ma,https://golf-clinics-for-women.square.site/
1,instruction only — website confirms no fitting,Ocean Edge GOLF PRO Shop,Brewster,MA,Instruction,False,0,5,ocean-edge-golf-pro-shop-brewster-ma,https://oceanedge.com/golf
1,instruction only — website confirms no fitting,Country Club Of Maryland GOLF Instruction - Public Welcome,Towson,MD,Instruction,False,0,5,country-club-of-maryland-golf-instruction-public-welcome-towson-md,https://www.owendawsongolf.com/
1,instruction only — website confirms no fitting,United States Naval Academy GOLF Club,Annapolis,MD,Instruction,False,0,4.7,united-states-naval-academy-golf-club-annapolis-md,https://usnagolf.com/
1,instruction only — website confirms no fitting,Mason GOLF & GOLF Clinics,Clinton Township,MI,Instruction,False,0,4.8,mason-golf-golf-clinics-clinton-township-mi,https://www.masongolf-golfclinics.com/
1,instruction only — website confirms no fitting,Swingtek GOLF Academy,Troy,MI,Instruction,False,0,4.7,swingtek-golf-academy-troy-mi,https://www.swingtekga.com/
1,instruction only — website confirms no fitting,Thousand Oaks GOLF Club,Grand Rapids,MI,Instruction,False,0,4.7,thousand-oaks-golf-club-grand-rapids-mi,https://www.thousandoaksgolf.com/
1,instruction only — website confirms no fitting,Bogey Hills GOLF Academy & Performance Institute,St Charles,MO,Instruction,False,0,5,bogey-hills-golf-academy-performance-institute-st-charles-mo,https://bhgapi.com/
1,instruction only — website confirms no fitting,Andrew Kiger GOLF,Holly Springs,NC,Instruction,False,0,5,andrew-kiger-golf-holly-springs-nc,https://www.andrewkiger.com/
1,instruction only — website confirms no fitting,Brad Clayton's Puzzleduck GOLF,Durham,NC,Instruction,False,0,5,brad-claytons-puzzleduck-golf-durham-nc,https://puzzleduckgolf.com/
1,instruction only — website confirms no fitting,Mike Sullivan GOLF School,Garner,NC,Instruction,False,0,5,mike-sullivan-golf-school-garner-nc,https://www.sullivangolf.net/
1,instruction only — website confirms no fitting,Grand Forks PRO Shop,Grand Forks,ND,Instruction,False,0,0,grand-forks-pro-shop-grand-forks-nd,https://www.gfcountryclub.com/
1,instruction only — website confirms no fitting,GOLF Ready Academy,Westwood,NJ,Instruction,False,0,5,golf-ready-academy-westwood-nj,https://golfreadyacademy.com/
1,instruction only — website confirms no fitting,Skyway GOLF Course,Jersey City,NJ,Instruction,False,0,4.5,skyway-golf-course-jersey-city-nj,https://www.skywaygolfcourse.com/
1,instruction only — website confirms no fitting,GOLF Lessons Nyc,New York,NY,Instruction,False,0,5,golf-lessons-nyc-new-york-ny,https://www.evancathergolf.com/
1,instruction only — website confirms no fitting,Union Sports INC,Whitestone,NY,Instruction,False,0,4.7,union-sports-inc-whitestone-ny,https://ny.koreaportal.com/english/yp/22361-New-York-Union-Sports-Inc--Golf-store-in-flushing
1,instruction only — website confirms no fitting,Lakeshore GOLF Studio,Huron,OH,Instruction,False,0,5,lakeshore-golf-studio-huron-oh,https://my.pga.com/coach/codymartin/schedule
1,instruction only — website confirms no fitting,Royal American Links,Galena,OH,Instruction,False,0,3.7,royal-american-links-galena-oh,https://www.royalamericanlinks.com/
1,instruction only — website confirms no fitting,Kyle Willmann GOLF,Oklahoma City,OK,Instruction,False,0,5,kyle-willmann-golf-oklahoma-city-ok,https://www.kylewillmanngolf.com/
1,instruction only — website confirms no fitting,Flagler GOLF Academy,Warminster,PA,Instruction,False,0,4.7,flagler-golf-academy-warminster-pa,https://flaglergolfacademy.com/
1,instruction only — website confirms no fitting,Impact GOLF Studio,South Abington Township,PA,Instruction,False,0,5,impact-golf-studio-south-abington-township-pa,https://edbathgolfinstruction.weebly.com/
1,instruction only — website confirms no fitting,Lancaster GOLF Academy,Lancaster,PA,Instruction,False,0,4.9,lancaster-golf-academy-lancaster-pa,https://www.lancastergolfacademy.com/
1,instruction only — website confirms no fitting,Matt Reed GOLF Instruction,Birdsboro,PA,Instruction,False,0,5,matt-reed-golf-instruction-birdsboro-pa,https://www.facebook.com/mattreedgolf/
1,instruction only — website confirms no fitting,Nick Biondi GOLF,West Chester,PA,Instruction,False,0,5,nick-biondi-golf-west-chester-pa,https://www.nbiondi.com/
1,instruction only — website confirms no fitting,On Plane GOLF Fix,Denver,PA,Instruction,False,0,0,on-plane-golf-fix-denver-pa,https://www.onplanegolffix.com/
1,instruction only — website confirms no fitting,Peak Performance GOLF Academy,Sellersville,PA,Instruction,False,0,5,peak-performance-golf-academy-sellersville-pa,https://www.peakperformancegolfacademy.com/
1,instruction only — website confirms no fitting,Mygolfconditioning.com,East Greenwich,RI,Instruction,False,0,5,mygolfconditioningcom-east-greenwich-ri,https://www.mygolfconditioning.com/
1,instruction only — website confirms no fitting,H. Haney GOLF Academy,Columbia,SC,Instruction,False,0,4.9,h-haney-golf-academy-columbia-sc,https://www.hhaneygolf.com/
1,instruction only — website confirms no fitting,Mastery GOLF Performance - Hilton Head GOLF Lessons,Hilton Head Island,SC,Instruction,False,0,5,mastery-golf-performance-hilton-head-golf-lessons-hilton-head-island-sc,https://www.masterygolfperformance.com/
1,instruction only — website confirms no fitting,"Ccc GOLF Usa, LLC",Lebanon,TN,Instruction,False,0,5,ccc-golf-usa-llc-lebanon-tn,https://www.cccgolfusa.com/
1,instruction only — website confirms no fitting,Franklin Bridge GOLF Club,Franklin,TN,Instruction,False,0,4.2,franklin-bridge-golf-club-franklin-tn,https://www.franklinbridgegolf.com/
1,instruction only — website confirms no fitting,Jordan Gibbs GOLF,Salt Lake City,UT,Instruction,False,0,0,jordan-gibbs-golf-salt-lake-city-ut,https://www.jordangibbsgolf.com/
1,instruction only — website confirms no fitting,1757 GOLF Club,Dulles,VA,Instruction,False,0,4.4,1757-golf-club-dulles-va,https://www.1757golfclub.com/
1,instruction only — website confirms no fitting,1757 Game Improvement Center,Sterling,VA,Instruction,False,0,3.5,1757-game-improvement-center-sterling-va,https://www.1757golfclub.com/
1,instruction only — website confirms no fitting,Sw GOLF Academy,Chantilly,VA,Instruction,False,0,5,sw-golf-academy-chantilly-va,https://www.theswgolfacademy.com/location/
1,instruction only — website confirms no fitting,Catalyst GOLF Performance At The Milwaukee Athletic Club,Milwaukee,WI,Instruction,False,0,5,catalyst-golf-performance-at-the-milwaukee-athletic-club-milwaukee-wi,https://catalystgp.com/
1,instruction only — website confirms no fitting,Jeff Kaiser GOLF Instruction,Madison,WI,Instruction,False,0,5,jeff-kaiser-golf-instruction-madison-wi,https://www.jeffkaisergolf.com/contact-us
1,instruction only — website confirms no fitting,Mike Nagy GOLF Instruction,Madison,WI,Instruction,False,0,5,mike-nagy-golf-instruction-madison-wi,https://mikenagygolf.com/
1,instruction only — website confirms no fitting,Natural Swing GOLF Studio,Wauwatosa,WI,Instruction,False,0,5,natural-swing-golf-studio-wauwatosa-wi,https://www.naturalswingperformance.com/
1,instruction only — website dead/unreachable,Keegan GOLF Performance Studio,Morris,IL,Instruction,False,0,5,keegan-golf-performance-studio-morris-il,https://keegangolf.com/
1,instruction only — website dead/unreachable,Ben Fulkerson GOLF,Louisville,KY,Instruction,False,0,0,ben-fulkerson-golf-louisville-ky,https://www.fulkersongolf.com/
1,instruction only — website dead/unreachable,Avid GOLF USA,Edgewater,MD,Instruction,False,0,5,avid-golf-usa-edgewater-md,https://www.avidgolfusa.com/
1,instruction only — website dead/unreachable,Kyle Senatore GOLF Instruction,New York,NY,Instruction,False,0,5,kyle-senatore-golf-instruction-new-york-ny,https://theturnindoorgolf.com/
1,junior instruction program,Operation 36 Hq GOLF Academy - Keith Hills,Lillington,NC,Instruction,False,0,0,operation-36-hq-golf-academy-keith-hills-lillington-nc,https://igrowgolf.com/
1,junior instruction program,Operation 36 Hq GOLF Academy - King's Grant,Fayetteville,NC,Instruction,False,0,5,operation-36-hq-golf-academy-kings-grant-fayetteville-nc,https://igrowgolf.com/
1,junior instruction program,Operation 36 Hq GOLF Academy - Pete Dye River Course,Radford,VA,Instruction,False,0,5,operation-36-hq-golf-academy-pete-dye-river-course-radford-va,https://igrowgolf.com/
1,retailer — website dead/unreachable,Brooks GOLF Center,Jonesboro,AR,Retailer,False,0,4.4,brooks-golf-center-jonesboro-ar,https://www.brooksgolfcenter.com/
1,retailer — website dead/unreachable,Infinity GOLF,Alma,AR,Retailer,False,0,5,infinity-golf-alma-ar,https://bookinfinitygolf.com/
1,retailer — website dead/unreachable,Olympic GOLF,Fullerton,CA,Retailer,False,0,3.4,olympic-golf-fullerton-ca,https://www.theolympicgolf.com/
1,retailer — website dead/unreachable,Foreup Website Examples,Waterbury,CT,Retailer,False,0,0,foreup-website-examples-waterbury-ct,https://golfwaterbury.foreupwebsites.com/east-mountain/contact-east-mountain/
1,retailer — website dead/unreachable,Ace PRO GOLF Shop,Chicago,IL,Retailer,False,0,4.8,ace-pro-golf-shop-chicago-il,https://aceprogolfshop.com/
1,retailer — website dead/unreachable,Cam GOLF INC,Lynwood,IL,Retailer,False,0,4.5,cam-golf-inc-lynwood-il,https://camgolfinc.com/
1,retailer — website dead/unreachable,Eastern Maine Sr. GOLF Assoc,Morrill,ME,Retailer,False,0,0,eastern-maine-sr-golf-assoc-morrill-me,https://www.emsga.org/About-Us.html
1,retailer — website dead/unreachable,Components Plus,Ottawa Lake,MI,Retailer,False,0,4.9,components-plus-ottawa-lake-mi,https://componentsplus.com/
1,retailer — website dead/unreachable,Shooters GOLF Shop,Parkville,MO,Retailer,False,0,4.7,shooters-golf-shop-parkville-mo,https://www.shootersgolfshop.com/
1,retailer — website dead/unreachable,GOLF Mission Association,Clifton,NJ,Retailer,False,0,5,golf-mission-association-clifton-nj,https://www.golfmission.com/
1,retailer — website dead/unreachable,The Complete Golfer,White Plains,NY,Retailer,False,0,5,the-complete-golfer-white-plains-ny,https://www.completegolfer.us/
1,retailer — website dead/unreachable,Custom Craft GOLF,Arlington,TX,Retailer,False,0,4.4,custom-craft-golf-arlington-tx,https://www.customputterworks.com/
1,retailer — website dead/unreachable,GOLF Store Houston,Humble,TX,Retailer,False,0,5,golf-store-houston-humble-tx,https://www.texastoughgolf.com/
1,retailer — website dead/unreachable,The Club Fix Texas,The Colony,TX,Retailer,False,0,3.9,the-club-fix-texas-the-colony-tx,https://theclubfixtexas.com/
1,retailer — website dead/unreachable,Fizgolf,Salt Lake City,UT,Retailer,False,0,1,fizgolf-salt-lake-city-ut,https://www.fizgolf.com/
1,retailer — website dead/unreachable,Vermont Custom GOLF,Essex Junction,VT,Retailer,False,0,0,vermont-custom-golf-essex-junction-vt,https://vermontcustomgolf.com/contact-us/
1,simulator lounge — website confirms no fitting,Fairways Indoor GOLF Lounge,Mountain Home,AR,Simulator,False,0,4.9,fairways-indoor-golf-lounge-mountain-home-ar,https://fairwaysigl.com/
1,simulator lounge — website confirms no fitting,Swing Shop,Benton,AR,Simulator,False,0,4.9,swing-shop-benton-ar,https://www.swingshopgolf.com/
1,simulator lounge — website confirms no fitting,Vgpc,Hot Springs Village,AR,Simulator,False,0,4.9,vgpc-hot-springs-village-ar,https://www.villagegolfperformancecenter.com/
1,simulator lounge — website confirms no fitting,Swing Shift GOLF Club,Paradise Valley,AZ,Simulator,False,0,4.9,swing-shift-golf-club-paradise-valley-az,https://theswingshift.golf/
1,simulator lounge — website confirms no fitting,Flynn GOLF Lab,Sherman Oaks,CA,Simulator,False,0,4.9,flynn-golf-lab-sherman-oaks-ca,https://www.flynngolflab.com/
1,simulator lounge — website confirms no fitting,GOLF Performance Lab,Los Angeles,CA,Simulator,False,0,5,golf-performance-lab-los-angeles-ca,https://www.golfperformancelab.com/
1,simulator lounge — website confirms no fitting,GOLF Performance Studio - Chris Dawkins,Redwood City,CA,Simulator,False,52,5,golf-performance-studio-chris-dawkins-redwood-city-ca,https://www.golfperformancestudio.net/
1,simulator lounge — website confirms no fitting,Mnml GOLF Club,Redondo Beach,CA,Simulator,False,0,4.7,mnml-golf-club-redondo-beach-ca,https://mnmlgolf.club/
1,simulator lounge — website confirms no fitting,Jds GOLF Garage & GOLF Simulators,Windsor,CO,Simulator,False,0,5,jds-golf-garage-golf-simulators-windsor-co,https://jdsgolfgarage.com/
1,simulator lounge — website confirms no fitting,GOLF Lounge 18,Fairfield,CT,Simulator,False,0,5,golf-lounge-18-fairfield-ct,https://www.golflounge18.com/
1,simulator lounge — website confirms no fitting,GOLF Oasis Ct,Monroe,CT,Simulator,False,0,4.9,golf-oasis-ct-monroe-ct,https://www.golfoasisct.com/
1,simulator lounge — website confirms no fitting,The Office GOLF Ct,New Fairfield,CT,Simulator,False,0,4.4,the-office-golf-ct-new-fairfield-ct,https://www.theofficegolfct.com/
1,simulator lounge — website confirms no fitting,Cityswing,Washington,DC,Simulator,False,0,4.9,cityswing-washington-dc,https://cityswing.com/
1,simulator lounge — website confirms no fitting,East Potomac GOLF Links,Washington,DC,Simulator,False,0,4.1,east-potomac-golf-links-washington-dc,https://www.playdcgolf.com/east-potomac-golf-links/
1,simulator lounge — website confirms no fitting,The Back Nine GOLF,Wilmington,DE,Simulator,False,0,5,the-back-nine-golf-wilmington-de,https://thebackninegolf.com/wilmingtonde/
1,simulator lounge — website confirms no fitting,Garage GOLF,Fort Lauderdale,FL,Simulator,False,0,5,garage-golf-fort-lauderdale-fl,https://mygaragegolf.com/
1,simulator lounge — website confirms no fitting,"365 GOLF - Learn, Enjoy & Play",Peachtree City,GA,Simulator,False,0,5,365-golf-learn-enjoy-play-peachtree-city-ga,https://365.golf/
1,simulator lounge — website confirms no fitting,Atlanta GOLF & Social,Chamblee,GA,Simulator,False,0,4.9,atlanta-golf-social-chamblee-ga,https://atlantagolfandsocial.com/
1,simulator lounge — website confirms no fitting,Gridiron GOLF Club,Athens,GA,Simulator,False,0,5,gridiron-golf-club-athens-ga,https://gridirongolfclub.com/
1,simulator lounge — website confirms no fitting,The Forge Club,Canton,GA,Simulator,False,0,5,the-forge-club-canton-ga,https://theforgeclub.net/
1,simulator lounge — website confirms no fitting,North Iowa GOLF Center,Mason City,IA,Simulator,False,0,4.4,north-iowa-golf-center-mason-city-ia,https://www.northiowagolf.com/
1,simulator lounge — website confirms no fitting,Shop GOLF,Grundy Center,IA,Simulator,False,0,5,shop-golf-grundy-center-ia,https://shopgolfgrundy.com/
1,simulator lounge — website confirms no fitting,Tournament Club Of Iowa,Polk City,IA,Simulator,False,0,4.4,tournament-club-of-iowa-polk-city-ia,https://tcofiowa.com/
1,simulator lounge — website confirms no fitting,Brian King Performance GOLF,West Chicago,IL,Simulator,False,0,4.9,brian-king-performance-golf-west-chicago-il,https://www.briankingperformancegolf.com/
1,simulator lounge — website confirms no fitting,GOLF Done Right,Downers Grove,IL,Simulator,False,0,5,golf-done-right-downers-grove-il,https://golfdoneright.com/
1,simulator lounge — website confirms no fitting,Inhome GOLF,West Chicago,IL,Simulator,False,0,3.7,inhome-golf-west-chicago-il,https://inhomegolf.com/contact/new-jersey/
1,simulator lounge — website confirms no fitting,Just Fore Fun GOLF,Champaign,IL,Simulator,False,0,4.9,just-fore-fun-golf-champaign-il,https://www.justforefun.com/
1,simulator lounge — website confirms no fitting,Sports Boss GOLF Exchange,Leland,IL,Simulator,False,0,4.9,sports-boss-golf-exchange-leland-il,https://www.bossgolfing.com/
1,simulator lounge — website confirms no fitting,The GOLF House,Aurora,IL,Simulator,False,0,4.8,the-golf-house-aurora-il,https://www.thegolfhouse.org/
1,simulator lounge — website confirms no fitting,Limitless GOLF Club,Munster,IN,Simulator,False,0,5,limitless-golf-club-munster-in,https://www.limitlessgolfclub.com/
1,simulator lounge — website confirms no fitting,The GOLF Room,Stilwell,KS,Simulator,False,0,0,the-golf-room-stilwell-ks,https://calendly.com/thegolfroom
1,simulator lounge — website confirms no fitting,Braeburn PRO Shop,Newton,MA,Simulator,False,1,5,braeburn-pro-shop-newton-ma,https://www.braeburngolf.com/
1,simulator lounge — website confirms no fitting,Citygolf Boston,Boston,MA,Simulator,False,0,4.5,citygolf-boston-boston-ma,https://citygolfboston.com/
1,simulator lounge — website confirms no fitting,Flynt Lincoln GOLF,Springfield,MA,Simulator,False,0,5,flynt-lincoln-golf-springfield-ma,https://flyntlincolngolf.com/
1,simulator lounge — website confirms no fitting,Mcgolf,Dedham,MA,Simulator,False,0,4.3,mcgolf-dedham-ma,https://www.mcgolfonline.com/
1,simulator lounge — website confirms no fitting,Mike Doyle GOLF Academy,Franklin,MA,Simulator,False,0,5,mike-doyle-golf-academy-franklin-ma,https://www.mikedoylegolfacademy.com/
1,simulator lounge — website confirms no fitting,The Caddy Shack,Halifax,MA,Simulator,False,0,5,the-caddy-shack-halifax-ma,https://www.thecaddyshack.net/
1,simulator lounge — website confirms no fitting,The Clubhouse GOLF & Entertainment,Middleton,MA,Simulator,False,0,4.4,the-clubhouse-golf-entertainment-middleton-ma,https://www.theclubhousege.com/
1,simulator lounge — website confirms no fitting,The GOLF Club,Deerfield,MA,Simulator,False,0,5,the-golf-club-deerfield-ma,https://thegolf-club.com/
1,simulator lounge — website confirms no fitting,Top Shelf GOLF,South Portland,ME,Simulator,False,0,5,top-shelf-golf-south-portland-me,https://topshelfgolf.com/
1,simulator lounge — website confirms no fitting,Brandon Roby GOLF,Grand Rapids,MI,Simulator,False,0,4.9,brandon-roby-golf-grand-rapids-mi,https://brandonrobygolf.com/
1,simulator lounge — website confirms no fitting,Fox Hills GOLF Coaching Center,Plymouth,MI,Simulator,False,0,5,fox-hills-golf-coaching-center-plymouth-mi,https://golfcoachingcenter.com/
1,simulator lounge — website confirms no fitting,Great GOLF Deals,West Bloomfield Township,MI,Simulator,False,0,2.3,great-golf-deals-west-bloomfield-township-mi,https://www.greatgolfdeals.com/
1,simulator lounge — website confirms no fitting,Lock GOLF Academy,South Lyon,MI,Simulator,False,0,4.9,lock-golf-academy-south-lyon-mi,https://www.lockgolfacademy.com/
1,simulator lounge — website confirms no fitting,Mike Fay GOLF Academy,South Lyon,MI,Simulator,False,0,5,mike-fay-golf-academy-south-lyon-mi,https://www.mikefaygolf.com/
1,simulator lounge — website confirms no fitting,Modern Eagle,Commerce Township,MI,Simulator,False,0,5,modern-eagle-commerce-township-mi,https://www.moderneaglegolf.com/
1,simulator lounge — website confirms no fitting,Deacon's Lodge,Breezy Point,MN,Simulator,False,0,4.7,deacons-lodge-breezy-point-mn,https://www.breezypointresort.com/
1,simulator lounge — website confirms no fitting,Golden Eagle GOLF Club,Fifty Lakes,MN,Simulator,False,0,4.7,golden-eagle-golf-club-fifty-lakes-mn,https://www.golfgoldeneagle.com/
