name,shop_type,primary_service,is_chain,phone,website,street,city,state,state_code,postal_code,latitude,longitude,time_zone,rating,rating_tier,reviews,photos_count,has_photos,verified,location_link,services,num_services,offers_fitting,fitting_environment,public_fitting,working_hours,open_on_weekends,business_status,outreach_ready,services_source,query,area_service,owner_title,about,enrichment_status
Swing Shop,Simulator,Golf Simulator,False,(501) 451-4669,https://www.swingshopgolf.com/,17340 I-30 Frontage Rd,Benton,Arkansas,AR,72019,34.5801827,-92.5814294,America/Chicago,4.9,Top Rated,0,36,True,True,"https://www.google.com/maps/place/Swing+Shop/@34.5801827,-92.58142939999999,14z/data=!4m8!1m2!2m1!1sSwing+Shop!3m4!1s0x87cd510ef98dc449:0xc82d6c3d1dde9336!8m2!3d34.5801827!4d-92.58142939999999",Golf Simulator | Launch Monitor | Retail / Pro Shop | Membership Programs,4,False,Indoor,True,"{""Wednesday"": [""11AM-9PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Swing Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",enriched
Back Nine GOLF,Instruction,Golf Instruction,False,(479) 685-3983,https://www.backninegolfacademy.com/,502 SW 12th St #1,Bentonville,Arkansas,AR,72712,36.3595615,-94.2146592,America/Chicago,5.0,Top Rated,0,12,True,True,"https://www.google.com/maps/place/Back+Nine+Golf/@36.3595615,-94.2146592,14z/data=!4m8!1m2!2m1!1sBack+Nine+Golf!3m4!1s0x87c9100b02c7bc37:0xb45c9c694afbad6f!8m2!3d36.3595615!4d-94.2146592",Golf Lessons | Launch Monitor,2,False,Unknown,True,"{""Wednesday"": [""11AM-6PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Arkansas,False,Back Nine Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Kauffman's Custom Clubs,Clubfitter,Golf Instruction,False,(785) 285-1052,https://www.facebook.com/share/16SVaLWx3r/,1056 Tarah Knolls Cir,Centerton,Arkansas,AR,72719,36.3724531,-94.2802658,America/Chicago,5.0,Top Rated,0,16,True,True,"https://www.google.com/maps/place/Kauffman%27s+Custom+Clubs/@36.3724531,-94.2802658,14z/data=!4m8!1m2!2m1!1sKauffman%27s+Custom+Clubs!3m4!1s0x87c905867d2e6ddf:0xb1669062338090a4!8m2!3d36.3724531!4d-94.2802658",Custom Club Building | Golf Lessons,2,True,Indoor,True,"{""Wednesday"": [""7AM-7PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Kauffman's Custom Clubs,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Arkansas GOLF Center,Driving Range,Club Fitting,False,(501) 327-0171,https://www.arkansasgolfcenter.com/,5150 John W Allison Rd,Conway,Arkansas,AR,72034,35.0637457,-92.5180118,America/Chicago,4.7,Top Rated,0,243,True,True,"https://www.google.com/maps/place/Arkansas+Golf+Center/@35.0637457,-92.5180118,14z/data=!4m8!1m2!2m1!1sArkansas+Golf+Center!3m4!1s0x87cd7c5dc781d445:0x208a9bcc98bedc5f!8m2!3d35.0637457!4d-92.5180118",Club Fitting | Custom Club Building | Golf Lessons | Golf Simulator | Club Rentals | Retail / Pro Shop,6,True,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Arkansas Golf Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
GOLF USA Fayetteville,Retailer,Golf Retail,False,(479) 444-6300,https://www.facebook.com/GolfUSAFayetteville,3184 N College Ave #1,Fayetteville,Arkansas,AR,72703,36.109274,-94.143716,America/Chicago,4.7,Top Rated,0,69,True,True,"https://www.google.com/maps/place/Golf+USA+Fayetteville/@36.109274,-94.143716,14z/data=!4m8!1m2!2m1!1sGolf+USA+Fayetteville!3m4!1s0x87c96bfc8e4ba87d:0x454a098119d0e37e!8m2!3d36.109274!4d-94.143716",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Golf USA Fayetteville,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
The GOLF Nut Performance Center And PRO Shop,Simulator,Club Fitting,False,(479) 646-4430,https://www.thegolfnut.com/,5121 Towson Ave,Fort Smith,Arkansas,AR,72901,35.333945,-94.421385,America/Chicago,4.8,Top Rated,0,20,True,True,"https://www.google.com/maps/place/The+Golf+Nut+Performance+Center+and+Pro+Shop/@35.333945,-94.421385,14z/data=!4m8!1m2!2m1!1sThe+Golf+Nut+Performance+Center+and+Pro+Shop!3m4!1s0x87ca4d14fa812fd5:0xb68bfc39126fdd21!8m2!3d35.333945!4d-94.421385",Club Fitting | Golf Lessons | Golf Simulator | Retail / Pro Shop,4,True,Indoor,True,"{""Wednesday"": [""9AM-6PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,The Golf Nut Performance Center and Pro Shop,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Vgpc,Simulator,Golf Simulator,False,(501) 545-0828,https://www.villagegolfperformancecenter.com/,6 Commerce St Suite C,Hot Springs Village,Arkansas,AR,71909,34.6247424,-92.858511,America/Chicago,4.9,Top Rated,0,13,True,True,"https://www.google.com/maps/place/VGPC+%7C+Village+Golf+Performance+Center+%7C+6+Commerce+Dr+Hot+Springs+Village%2C+AR+71909/@34.624742399999995,-92.858511,14z/data=!4m8!1m2!2m1!1sVGPC+%7C+Village+Golf+Performance+Center+%7C+6+Commerce+Dr+Hot+Springs+Village%2C+AR+71909!3m4!1s0x87cd2f1eb176f33d:0x3aadf8c87a75d344!8m2!3d34.624742399999995!4d-92.858511",Launch Monitor | Golf Simulator,2,False,Indoor,True,"{""Wednesday"": [""7AM-7PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,"VGPC | Village Golf Performance Center | 6 Commerce Dr Hot Springs Village, AR 71909","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Abbos Clubworks,Retailer,Shaft & Grip,False,(870) 351-1302,https://www.abbosclubworks.com/,2303 E Parker Rd Unit A,Jonesboro,Arkansas,AR,72404,35.8042646,-90.6768894,America/Chicago,5.0,Top Rated,0,8,True,True,"https://www.google.com/maps/place/Abbo%E2%80%99s+Clubworks/@35.804264599999996,-90.6768894,14z/data=!4m8!1m2!2m1!1sAbbo%E2%80%99s+Clubworks!3m4!1s0x87d42d9ae08ec73f:0x86772b66a5b5cc6e!8m2!3d35.804264599999996!4d-90.6768894",Shaft & Grip Sales,1,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Abbo’s Clubworks,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",
Brooks GOLF Center,Retailer,Golf Retail,False,(870) 931-9200,https://www.brooksgolfcenter.com/,2011 Grant Ave,Jonesboro,Arkansas,AR,72401,35.8180303,-90.6806266,America/Chicago,4.4,Highly Rated,0,5,True,False,"https://www.google.com/maps/place/Brooks+Golf+Center/@35.8180303,-90.6806266,14z/data=!4m8!1m2!2m1!1sBrooks+Golf+Center!3m4!1s0x87d42ea91e1c9073:0xb702cfea49056d8d!8m2!3d35.8180303!4d-90.6806266",,0,False,Indoor,True,"{""Wednesday"": [""9AM-5:30PM""]}",False,OPERATIONAL,True,crawl_failed,independent clubmaker Arkansas,False,Brooks Golf Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",failed
GOLF World,Retailer,Golf Retail,False,(501) 562-1334,https://www.golfworldlr.com/,4705 S University Ave,Little Rock,Arkansas,AR,72209,34.707386,-92.3430328,America/Chicago,4.6,Highly Rated,0,31,True,True,"https://www.google.com/maps/place/Golf+World/@34.707386,-92.34303279999999,14z/data=!4m8!1m2!2m1!1sGolf+World!3m4!1s0x87d2a4ffe00b3def:0x848b545d3b59e1c4!8m2!3d34.707386!4d-92.34303279999999",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Arkansas,False,Golf World,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Heights GOLF,Simulator,Golf Simulator,False,(501) 406-1500,https://heightsgolf.com/,5815 Kavanaugh Blvd,Little Rock,Arkansas,AR,72207,34.7700861,-92.338889,America/Chicago,4.8,Top Rated,0,14,True,True,"https://www.google.com/maps/place/Heights+Golf/@34.7700861,-92.338889,14z/data=!4m8!1m2!2m1!1sHeights+Golf!3m4!1s0x87d2a376512dfcf1:0x742ea53e771298bb!8m2!3d34.7700861!4d-92.338889",Custom Club Building | Golf Lessons | Launch Monitor | Golf Simulator | Retail / Pro Shop,5,False,Indoor,True,"{""Wednesday"": [""9AM-7PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Heights Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Justin Hill GOLF Academy,Clubfitter,Club Fitting,False,(214) 542-7613,https://www.justinhillgolf.com/,2520 Arkansas Valley Dr,Little Rock,Arkansas,AR,72212,34.7764538,-92.3948839,America/Chicago,5.0,Top Rated,0,55,True,True,"https://www.google.com/maps/place/Justin+Hill+Golf+Academy/@34.7764538,-92.3948839,14z/data=!4m8!1m2!2m1!1sJustin+Hill+Golf+Academy!3m4!1s0x87d2a5147206bd85:0x694568ed08b1d1de!8m2!3d34.7764538!4d-92.3948839",Club Fitting | Golf Lessons | Launch Monitor,3,True,Indoor,True,"{""Wednesday"": [""8AM-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Arkansas,False,Justin Hill Golf Academy,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Sportstop INC,Retailer,Golf Retail,False,(501) 224-4033,https://sportstopinc.com/,"4176, 10720 N Rodney Parham Rd D6",Little Rock,Arkansas,AR,72212,34.7716716,-92.3930492,America/Chicago,4.4,Highly Rated,0,16,True,True,"https://www.google.com/maps/place/Sportstop+Inc/@34.7716716,-92.3930492,14z/data=!4m8!1m2!2m1!1sSportstop+Inc!3m4!1s0x87d2a1428b8a6c4b:0xe84c77ab9816be4c!8m2!3d34.7716716!4d-92.3930492",,0,False,Indoor,True,"{""Wednesday"": [""9AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Arkansas,False,Sportstop Inc,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",unknown
S&p GOLF,Clubfitter,Club Fitting,False,(501) 915-0699,https://www.snpgolf.com/,25255 AR-5 O,Lonsdale,Arkansas,AR,72087,34.6204542,-92.8574001,America/Chicago,5.0,Top Rated,0,8,True,True,"https://www.google.com/maps/place/S%26P+Golf/@34.6204542,-92.85740009999999,14z/data=!4m8!1m2!2m1!1sS%26P+Golf!3m4!1s0x87d2bdfaf0680b31:0xcc068cede443536e!8m2!3d34.6204542!4d-92.85740009999999",Club Fitting | Club Repair | Custom Club Building | Retail / Pro Shop | Shaft & Grip Sales,5,True,Indoor,True,"{""Wednesday"": [""12-5:30PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,S&P Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Fairways Indoor GOLF Lounge,Simulator,Golf Simulator,False,(870) 701-0855,https://fairwaysigl.com/,1322 Hwy 62 E,Mountain Home,Arkansas,AR,72653,36.350414,-92.3646658,America/Chicago,4.9,Top Rated,0,39,True,True,"https://www.google.com/maps/place/Fairways+Indoor+Golf+Lounge/@36.350414,-92.3646658,14z/data=!4m8!1m2!2m1!1sFairways+Indoor+Golf+Lounge!3m4!1s0x87d1db6115f67755:0x6cba3fc30712e286!8m2!3d36.350414!4d-92.3646658",Golf Simulator,1,False,Indoor,True,"{""Wednesday"": [""12-8PM""]}",False,OPERATIONAL,True,crawled,custom club fitting Arkansas,False,Fairways Indoor Golf Lounge,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
Northshore GOLF Range,Driving Range,Golf Retail,False,(501) 771-4747,https://www.northshoregolfrange.com/,5401 Northshore Cove,North Little Rock,Arkansas,AR,72118,34.7979507,-92.343132,America/Chicago,4.8,Top Rated,0,46,True,True,"https://www.google.com/maps/place/Northshore+Golf+Range/@34.7979507,-92.343132,14z/data=!4m8!1m2!2m1!1sNorthshore+Golf+Range!3m4!1s0x87d2a2502e3a7723:0xe0b6b407bc94ac8d!8m2!3d34.7979507!4d-92.343132",Retail / Pro Shop,1,False,Outdoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawled,custom club fitting Arkansas,False,Northshore Golf Range,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Elite GOLF Performance Ai,Retailer,Golf Retail,False,(870) 212-5418,https://elitegolfperformance.ai/,2005 Country Club Rd,Paragould,Arkansas,AR,72450,36.0712392,-90.5125889,America/Chicago,0.0,Unrated,0,1,True,False,"https://www.google.com/maps/place/Elite+Golf+Performance+AI/@36.0712392,-90.5125889,14z/data=!4m8!1m2!2m1!1sElite+Golf+Performance+AI!3m4!1s0x87d67b6a1b3cdc1f:0xba188a3d5d388c58!8m2!3d36.0712392!4d-90.5125889",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,crawled,custom club fitting Arkansas,False,Elite Golf Performance AI,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Ozark GOLF Super Center,Clubfitter,Club Fitting,False,(479) 616-1757,https://ozarkgolf.com/,100 N Dixieland Rd E1,Rogers,Arkansas,AR,72756,36.3368979,-94.1450904,America/Chicago,4.3,Highly Rated,0,7,True,True,"https://www.google.com/maps/place/Ozark+Golf+Super+Center/@36.3368979,-94.1450904,14z/data=!4m8!1m2!2m1!1sOzark+Golf+Super+Center!3m4!1s0x87c917058e9941d9:0x470d79f55a13cd16!8m2!3d36.3368979!4d-94.1450904",Club Fitting | Club Repair | Custom Club Building | Launch Monitor | Retail / Pro Shop | Shaft & Grip Sales,6,True,Indoor,True,"{""Wednesday"": [""9AM-8PM""]}",False,OPERATIONAL,True,crawled,independent clubmaker Arkansas,False,Ozark Golf Super Center,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Other"": {""Identifies as veteran-owned"": true}}",
Twenty To Scratch,Clubfitter,Club Fitting,False,(479) 200-4069,https://twentytoscratch.com/,5508 W Pinnacle Pointe Dr B,Rogers,Arkansas,AR,72758,36.3113644,-94.1920306,America/Chicago,5.0,Top Rated,0,25,True,True,"https://www.google.com/maps/place/Twenty+To+Scratch/@36.311364399999995,-94.1920306,14z/data=!4m8!1m2!2m1!1sTwenty+To+Scratch!3m4!1s0x87c911af8b5f8bd9:0xefb31f526e0f6d11!8m2!3d36.311364399999995!4d-94.1920306",Club Fitting | Club Repair | Custom Club Building | Golf Lessons | Golf Simulator | Launch Monitor | Retail / Pro Shop | Membership / Club Programs,8,True,Indoor,True,"{""Wednesday"": [""Open 24 hours""]}",False,OPERATIONAL,True,recrawled,independent clubmaker Arkansas,False,Twenty To Scratch,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
England GOLF And Powersports,Retailer,Golf Retail,False,(501) 268-1584,https://www.smith-golf.com/,2301 S Benton Ave St,Searcy,Arkansas,AR,72143,35.2245232,-91.715435,America/Chicago,4.8,Top Rated,0,17,True,True,"https://www.google.com/maps/place/England+Golf+and+Powersports/@35.2245232,-91.715435,14z/data=!4m8!1m2!2m1!1sEngland+Golf+and+Powersports!3m4!1s0x87d3a84aaebaa6f9:0x2dfe5a3c0a17e568!8m2!3d35.2245232!4d-91.715435",Retail / Pro Shop | Trade-In / Used Clubs,2,False,Indoor,True,"{""Wednesday"": [""8AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Arkansas,False,England Golf and Powersports,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Smith GOLF,Retailer,Golf Retail,False,(501) 268-1584,https://www.smith-golf.com/,2301 S Benton Ave St,Searcy,Arkansas,AR,72143,35.224639,-91.7155016,America/Chicago,4.2,Well Reviewed,0,29,True,True,"https://www.google.com/maps/place/Smith+Golf/@35.224638999999996,-91.7155016,14z/data=!4m8!1m2!2m1!1sSmith+Golf!3m4!1s0x87d3a9ffc418661d:0x52243a52f0ff8ba6!8m2!3d35.224638999999996!4d-91.7155016",Retail / Pro Shop | Trade-In / Used Clubs,2,False,Indoor,True,"{""Wednesday"": [""8AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Arkansas,False,Smith Golf,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",
Trails End Western Wear & Tack LLC,Retailer,Golf Retail,False,(501) 281-3337,https://trailsendwesternwear.com/pages/contact-us,1366 Pickens Chapel Rd,Searcy,Arkansas,AR,72143,35.3619965,-91.8367481,America/Chicago,4.5,Highly Rated,0,34,True,True,"https://www.google.com/maps/place/Trails+End+Western+Wear+%26+Tack+LLC/@35.3619965,-91.8367481,14z/data=!4m8!1m2!2m1!1sTrails+End+Western+Wear+%26+Tack+LLC!3m4!1s0x87d252b363a92971:0xdfffe522deb8dfbf!8m2!3d35.3619965!4d-91.8367481",Retail / Pro Shop,1,False,Indoor,True,"{""Wednesday"": [""10AM-5PM""]}",False,OPERATIONAL,True,crawled,boutique golf shop Arkansas,False,Trails End Western Wear & Tack LLC,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}}",
