category,name,address,city,state_code,zip,phone,website,sources,verdict,reason,approved
big_box,DICK'S SPORTING GOODS-ENCINITAS,1050 N EL CAMINO REAL,ENCINITAS,CA,92024-1320,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-FRESNO,7572 N BLACKSTONE AVE,FRESNO,CA,93720-4302,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-GLENDALE GALLERIA,200 W BROADWAY,GLENDALE,CA,91210-1204,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-LODI,2770 REYNOLDS RANCH PKWY,LODI,CA,95240-6853,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MODESTO,3401 DALE RD,MODESTO,CA,95356-0594,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MISSION VIEJO,1000 Shops At Mission Viejo,Mission Viejo,CA,92691,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-OCEANSIDE,2160 VISTA WAY,OCEANSIDE,CA,92054-5600,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-PALMDALE,1301 W RANCHO VISTA BLVD,PALMDALE,CA,93551-3113,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-PETALUMA,401 KENILWORTH DR,PETALUMA,CA,94952-3413,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-CARMEL MOUNTAIN,11690 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92128-4621,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SANTA ROSA,1975 CLEVELAND AVE,SANTA ROSA,CA,95401-4282,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-TORRANCE,21800 HAWTHORNE BLVD,TORRANCE,CA,90503-7004,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-VICTORVILLE,14500 BEAR VALLEY RD,VICTORVILLE,CA,92392-5482,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-VISALIA,3637 S MOONEY BLVD,VISALIA,CA,93277-8067,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-YORBA LINDA,23081 SAVI RANCH PKWY,YORBA LINDA,CA,92887-4669,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-BOYNTON BEACH,515 N CONGRESS AVE,BOYNTON BEACH,FL,33426-3446,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-BRANDON,901 BRANDON TOWN CENTER MALL,BRANDON,FL,33511-4943,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SPRING HILL,12936 CORTEZ BLVD,BROOKSVILLE,FL,34613-6803,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-CLERMONT,1325 SANDY GROVE AVE,CLERMONT,FL,34711,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SW ORLANDO,1300 POSNER BLVD,DAVENPORT,FL,33837-3611,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-DAYTONA BEACH,2500 W INTERNATIONAL SPEEDWAY BLVD,DAYTONA BEACH,FL,32114-8154,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-N FORT MYERS,4977 S CLEVELAND AVE,FORT MYERS,FL,33907-1399,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-GAINESVILLE,3964 PLAZA BLVD,GAINESVILLE,FL,32608-0073,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-JACKSONVILLE,14964 MAX LEGGETT PKWY,JACKSONVILLE,FL,32246-7409,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-JENSEN BEACH,3101 NW FEDERAL HWY,JENSEN BEACH,FL,34957-4458,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MELBOURNE,1700 W NEW HAVEN AVE,MELBOURNE,FL,32904-3983,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-OCALA,4414 SW COLLEGE RD,OCALA,FL,34474-4790,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-PANAMA CITY BEACH,15700 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,FL,32413-5432,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-PENSACOLA,5100 N 9TH AVE,PENSACOLA,FL,32504-8735,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SANFORD,350 TOWNE CENTER CIR,SANFORD,FL,32771-7410,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-TALLAHASSEE,1729 APALACHEE PKWY,TALLAHASSEE,FL,32301-3009,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-TAMPA WESTSHORE PLAZA,258 WESTSHORE PLZ,TAMPA,FL,33609-1811,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-WELLINGTON,8821 SOUTHERN BLVD,WELLINGTON,FL,33411-3721,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-NE TAMPA,5925 WESLEY GROVE BLVD,WESLEY CHAPEL,FL,33544-8411,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-AUGUSTA MALL,3450 WRIGHTSBORO RD,AUGUSTA,GA,30909-0509,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-BUFORD,3333 BUFORD DR,BUFORD,GA,30519-4950,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-COLUMBUS PARK,5550 WHITTLESEY BLVD,COLUMBUS,GA,31909-2177,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-NORTH MACON,5080 RIVERSIDE DR,MACON,GA,31210-1183,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MCDONOUGH,1855 JONESBORO RD,MCDONOUGH,GA,30253-5914,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-NEWNAN,382 NEWNAN CROSSING BYP,NEWNAN,GA,30265-1082,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-AUSTIN BEE CAVE,3921 MARKET ST,AUSTIN,TX,78738-6338,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-BEAUMONT,6155 EASTEX FWY STE M-920,BEAUMONT,TX,77706-6718,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-CEDAR PARK,5001 183A TOLL RD,CEDAR PARK,TX,78613-7940,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-CORPUS CHRISTIE,4938 S STAPLES ST,CORPUS CHRISTI,TX,78411-3824,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-EL PASO,8889 GATEWAY BLVD W,EL PASO,TX,79925-6540,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-WEST EL PASO,801 SUNLAND PARK DR,EL PASO,TX,79912-5209,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-HARKER HEIGHTS,201 E CENTRAL EXPY,HARKER HEIGHTS,TX,76548,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-HOUSTON,16343 FM 529 RD,HOUSTON,TX,77095-1417,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-LEWISVILLE,723 HEBRON PKWY,LEWISVILLE,TX,75057-5001,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MCALLEN,716 E EXPRESSWAY 83,MCALLEN,TX,78503-1609,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-MIDLAND,4511 N MIDKIFF RD STE 0P,MIDLAND,TX,79705-3256,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-NEW BRAUNFELS,303 CREEKSIDE WAY,NEW BRAUNFELS,TX,78130-6394,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-PROSPER,700 RICHLAND BLVD,PROSPER,TX,75078-7267,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SAN ANTONIO (THE RIM),18103 RIM DR,SAN ANTONIO,TX,78257-9542,,,ping,new,,yes
big_box,DICK'S SPORTING GOODS-SUGAR LAND,16535 SOUTHWEST FWY,SUGAR LAND,TX,77479-2326,,,ping,new,,yes
big_box,COLONY TEXAS SCHEELS,4450 DESTINATION DR,THE COLONY,TX,75056-6766,,,ping,new,,yes
course_pro_shop,TEEBOX INDOOR GOLF CLUB,7100 E CAVE CREEK RD STE 145,CAVE CREEK,AZ,85331-4305,480-399-5600,,ping,new,,yes
course_pro_shop,WHIRLWIND GOLF CLUB,5692 W NORTH LOOP RD,CHANDLER,AZ,85226-5268,5207968452,,ping,new,,yes
course_pro_shop,PRESCOTT GOLF & COUNTRY CLUB INC,1030 N PRESCOTT COUNTRY CLUB BLVD,DEWEY,AZ,86327-5801,,,ping,new,,yes
course_pro_shop,FOREST HIGHLANDS GOLF CLUB,2701 LEN HUCK,FLAGSTAFF,AZ,86005-4217,,,ping,new,,yes
course_pro_shop,CONTINENTAL COUNTRY CLUB,2380 North Oakmont Drive,Flagstaff,AZ,86004-7427,,,ping,new,,yes
course_pro_shop,CERBAT CLIFFS GOLF COURSE,1001 GATES AVE,KINGMAN,AZ,86401-3954,,,ping,new,,yes
course_pro_shop,IRON WOLF GOLF & COUNTRY CLUB,3275 N LATROBE DR,LAKE HAVASU CITY,AZ,86404-5947, (928) 764-1404 #2,,ping,new,,yes
course_pro_shop,PARADISE VALLEY COUNTRY CLUB INC,7101 N TATUM BLVD,PARADISE VALLEY,AZ,85253-3309,,,ping,new,,yes
course_pro_shop,MOON VALLEY COUNTRY CLUB,151 W MOON VALLEY DR,PHOENIX,AZ,85023-6264,602.942.000 ext.4544,,ping,new,,yes
course_pro_shop,PHOENIX COUNTRY CLUB PRO SHOP,2901 N 7TH ST,PHOENIX,AZ,85014-5402,2488726224,,ping,new,,yes
course_pro_shop,THE LEGACY GOLF CLUB,6808 S 32ND ST,PHOENIX,AZ,85042,847-971-0489,,ping,new,,yes
course_pro_shop,ANTELOPE HILLS GOLF COURSE,1 PERKINS DR,PRESCOTT,AZ,86301-8458,9287771881,,ping,new,,yes
course_pro_shop,PRESCOTT LAKES GOLF CLUB PRO SHOP,315 E SMOKE TREE LN,PRESCOTT,AZ,86301-4419,,,ping,new,,yes
course_pro_shop,PAPAGO GOLF COURSE,5595 East Karsten Way,Phoenix,AZ,85008,(602) 275-8428,,ping,new,,yes
course_pro_shop,KIERLAND GOLF CLUB,15636 North Clubgate Drive,Scottsdale,AZ,85254-2012,480-922-9283,,ping,new,,yes
course_pro_shop,GRANITE FALLS GOLF COURSE,15949 West Clearview Boulevard,Surprise,AZ,85374-4571,623 546-7580,,ping,new,,yes
course_pro_shop,LAS BARRANCAS GOLF COURSE,14476 East 48th Street,Yuma,AZ,85367,19285804706,,ping,new,,yes
course_pro_shop,BAYWOOD GOLF AND CC,3600 BUTTERMILK LN,ARCATA,CA,95521-6950,7078223688,,ping,new,,yes
course_pro_shop,BLYTHE GOLF COURSE PRO SHOP,3480 QUAIL RUN RD,BLYTHE,CA,92225-9584,,,ping,new,,yes
course_pro_shop,DEL RIO COUNTRY CLUB,102 E DEL RIO RD,BRAWLEY,CA,92227,760-344-0085,,ping,new,,yes
course_pro_shop,CANYON LAKE COUNTRY CLUB,32001 RAILROAD CANYON RD,CANYON LAKE,CA,92587-9213,951-246-1782,,ping,new,,yes
course_pro_shop,Diablo Creek Golf Course,4050 Port Chicago Highway,Concord,CA,94520-1121,9256866287,,ping,new,,yes
course_pro_shop,LAKE MERCED GOLF CLUB,2300 JUNIPERO SERRA BLVD,DALY CITY,CA,94015-1630,6507552233,,ping,new,,yes
course_pro_shop,DIABLO COUNTRY CLUB,1700 CLUB HOUSE RD,DIABLO,CA,94528,9258374221,,ping,new,,yes
course_pro_shop,BERKELEY COUNTRY CLUB,7901 CUTTING BLVD,EL CERRITO,CA,94530-1877,5108067003,,ping,new,,yes
course_pro_shop,EMERALD LAKES GOLF COURSE PRO SHOP,10651 East Stockton Boulevard,Elk Grove,CA,95624-9705,9169262660,,ping,new,,yes
course_pro_shop,GOOSE CREEK GOLF CLUB,11418 68TH ST,JURUPA VALLEY,CA,91752-2701,951 333 6016,,ping,new,,yes
course_pro_shop,David's Stone Golf Club - Fitting & Lessons,2850 W Pico Blvd,Los Angeles,CA,90006,+1213-369-3344,,openseo,new,,yes
course_pro_shop,Golf Performance Institute at Dragonfly Golf Club,43369 AVENUE 12,MADERA,CA,93636,(559)871-8563,,ping,new,,yes
course_pro_shop,MONTEREY PARK GOLF CLUB,3600 W RAMONA BLVD,MONTEREY PARK,CA,91754,,,ping,new,,yes
course_pro_shop,MARIN COUNTRY CLUB INC,500 COUNTRY CLUB DR,NOVATO,CA,94949-5813,,,ping,new,,yes
course_pro_shop,METROPOLITAN GOLF LINKS PRO SHOP,10051 Doolittle Drive,Oakland,CA,94603-1029,510-569-5555 xt.1,,ping,new,,yes
course_pro_shop,CASTLEWOOD COUNTRY CLUB,707 COUNTRY CLUB CIR,PLEASANTON,CA,94566-9743,9254852250,,ping,new,,yes
course_pro_shop,GOLD HILLS GOLF CLUB PRO SHOP,1950 GOLD HILLS DR,REDDING,CA,96003-7061,5302467867,,ping,new,,yes
course_pro_shop,TIERRA OAKS GOLF CLUB,19700 La Crescenta Drive,Redding,CA,96003-7474,5305158024,,ping,new,,yes
course_pro_shop,ALMADEN GOLF AND COUNTRY CLUB,6663 HAMPTON DR,SAN JOSE,CA,95120-5536,,,ping,new,,yes
course_pro_shop,CINNABAR HILLS GOLF CLUB,23600 MCKEAN RD,SAN JOSE,CA,95141-1001,4083237829,,ping,new,,yes
course_pro_shop,LOS LAGOS GOLF COURSE PRO SHOP,2995 TUERS RD,SAN JOSE,CA,95121-2376,,,ping,new,,yes
course_pro_shop,SANTA TERESA GOLF CLUB,260 BERNAL RD,SAN JOSE,CA,95119-1809,(408) 225-2650,,ping,new,,yes
course_pro_shop,HAGGIN OAKS GOLF CLUB,3645 Fulton Avenue,Sacramento,CA,95821-1808,,,ping,new,,yes
course_pro_shop,SAN JOSE MUNICIPAL GOLF LLC,1560 Oakland Road,San Jose,CA,95131-2430,4084414653,,ping,new,,yes
course_pro_shop,Pruneridge Golf Club,400 Saratoga Ave,Santa Clara,CA,95050-7004,+1408-248-4424,http://www.pruneridgegolfclub.com/,"openseo,ping",new,,yes
course_pro_shop,TULARE GOLF COURSE LLC,5300 South Laspina Street,Tulare,CA,93274-9539,559-686-5300,,ping,new,,yes
course_pro_shop,CANDLEWOOD COUNTRY CLUB INC,14000 TELEGRAPH RD,WHITTIER,CA,90604-2537,,,ping,new,,yes
course_pro_shop,CELEBRATION GOLF CLUB,701 GOLFPARK DR,CELEBRATION,FL,34747-4627,4075664653,,ping,new,,yes
course_pro_shop,CHI CHI RODRIGUEZ GOLF COURSE,2987 McMullen Booth Road,Clearwater,FL,33761-3330,,,ping,new,,yes
course_pro_shop,NATIONAL GOLF,36066 Emerald Coast Parkway West,Destin,FL,32541,8504602442,,ping,new,,yes
course_pro_shop,ST JOHNS COUNTY GOLF COURSE,4900 CYPRESS LINKS BLVD,ELKTON,FL,32033-2064,9042090350,,ping,new,,yes
course_pro_shop,PELICAN MARSH GOLF CLUB INC,1810 PERSIMMON DR,NAPLES,FL,34109-0308,2395971858,,ping,new,,yes
course_pro_shop,EAGLE CREEK GOLF CLUB LLC,10350 EMERSON LAKE BLVD,ORLANDO,FL,32832-6108,3212173634,,ping,new,,yes
course_pro_shop,LAKE NONA GOLF CLUB,9100 CHILTERN DR,ORLANDO,FL,32827-7029,,,ping,new,,yes
course_pro_shop,ST PETERSBURG COUNTRY CLUB,2001 COUNTRY CLUB WAY S,SAINT PETERSBURG,FL,33712-4108,,,ping,new,,yes
course_pro_shop,SHALIMAR POINTE GOLF CLUB,302 COUNTRY CLUB RD,SHALIMAR,FL,32579-1674,8506511416,,ping,new,,yes
course_pro_shop,PALMA CEIA GOLF & COUNTRY CLUB INC,1601 S MACDILL AVE,TAMPA,FL,33629-5215,,,ping,new,,yes
course_pro_shop,AUGUSTA NATIONAL GOLF CLUB,2604 WASHINGTON RD,AUGUSTA,GA,30904-5902,,,ping,new,,yes
course_pro_shop,DALTON GOLF AND COUNTRY CLUB,333 COUNTRY CLUB WAY,DALTON,GA,30721-2122,7062595911,,ping,new,,yes
course_pro_shop,CHESTATEE GOLF CLUB,777 DOGWOOD WAY,DAWSONVILLE,GA,30534-5770,6788595101,,ping,new,,yes
course_pro_shop,DUBLIN COUNTRY CLUB,689 COUNTRY CLUB RD,DUBLIN,GA,31021-0130,4782721469,,ping,new,,yes
course_pro_shop,CHICOPEE WOODS GOLF COURSE,2515 ATLANTA HWY,GAINESVILLE,GA,30504-8260,7705340512,,ping,new,,yes
course_pro_shop,MARIETTA COUNTRY CLUB INC,1400 MARIETTA COUNTRY CLUB DR NW,KENNESAW,GA,30152-4744,,,ping,new,,yes
course_pro_shop,1919 Academy @ Newnan Country Club,1356 U.S. 29 North,Newnan,GA,30263,678-764-1076,,ping,new,,yes
course_pro_shop,SEA ISLAND GOLF CLUB,100 RETREAT RD,SAINT SIMONS ISLAND,GA,31522-2491,,,ping,new,,yes
course_pro_shop,GLEN ARVEN COUNTRY CLUB PRO SHOP,1700 OLD MONTICELLO RD,THOMASVILLE,GA,31792-6715,,,ping,new,,yes
course_pro_shop,AMARILLO COUNTRY CLUB INC,4800 BUSHLAND BLVD,AMARILLO,TX,79106-5534,,,ping,new,,yes
course_pro_shop,THE GOLF CLUB LLC,12707 NUTTY BROWN RD,AUSTIN,TX,78737-9241,512-916-4653 (GOLF),,ping,new,,yes
course_pro_shop,MIRAMONT COUNTRY CLUB PRO SHOP,1 MIRAMONT BLVD,BRYAN,TX,77802-1756,,,ping,new,,yes
course_pro_shop,CONROE COUNTRY CLUB,3051 N LOOP 336 W,CONROE,TX,77304-3626,,,ping,new,,yes
course_pro_shop,BENT TREE COUNTRY CLUB INC,5201 WESTGROVE DR,DALLAS,TX,75248-2044,,,ping,new,,yes
course_pro_shop,DALLAS COUNTRY CLUB,4100 BEVERLY DR,DALLAS,TX,75205-2850,,,ping,new,,yes
course_pro_shop,COLONIAL COUNTRY CLUB,3735 COUNTRY CLUB CIR,FORT WORTH,TX,76109-1035,,,ping,new,,yes
course_pro_shop,LEONARD GOLF LINKS,3200 CHAPEL CREEK BLVD,FORT WORTH,TX,76116-1200,18175600200,,ping,new,,yes
course_pro_shop,RIVER CREST COUNTRY CLUB,1501 WESTERN AVE,FORT WORTH,TX,76107-1542,,,ping,new,,yes
course_pro_shop,TIMBER CREEK GOLF CLUB PRO SHOP,4554 FM 2351 RD,FRIENDSWOOD,TX,77546-2820,2817340177,,ping,new,,yes
course_pro_shop,PRAIRIE LAKE GOLF COURSE PRO SHOP,3202 SE 14TH ST,GRAND PRAIRIE,TX,75052-5912,,,ping,new,,yes
course_pro_shop,GRAPEVINE GOLF COURSE PRO SHOP,3800 FAIRWAY DR,GRAPEVINE,TX,76051-2027,817-410-3377,,ping,new,,yes
course_pro_shop,ESCONDIDO COUNTRY CLUB PRO SHOP,9090 HIGHWAY 2147,HORSESHOE BAY,TX,78657-6113,,,ping,new,,yes
course_pro_shop,HOUSTON COUNTRY CLUB,1 POTOMAC DR,HOUSTON,TX,77057-1207,,,ping,new,,yes
course_pro_shop,RIVER OAKS COUNTRY CLUB INC,1600 RIVER OAKS BLVD,HOUSTON,TX,77019-1202,,,ping,new,,yes
course_pro_shop,WESTWOOD COUNTRY CLUB INC,8888 Country Creek Street,Houston,TX,77036-7292,,,ping,new,,yes
course_pro_shop,THE LAREDO COUNTRY CLUB INC,1415 COUNTRY CLUB DR,LAREDO,TX,78045-1900,,,ping,new,,yes
course_pro_shop,LEVELLAND COUNTRY CLUB GOLF SHOP,201 COUNTRY CLUB LN,LEVELLAND,TX,79336-6619,,,ping,new,,yes
course_pro_shop,WALDEN COUNTRY CLUB PRO SHOP,13101 WALDEN RD,MONTGOMERY,TX,77356-5385,,,ping,new,,yes
course_pro_shop,Randolph Oaks Golf Course,Golf Course Road,Randolph AFB,TX,78150,,,ping,new,,yes
course_pro_shop,SAN ANGELO COUNTRY CLUB,1609 COUNTRY CLUB RD,SAN ANGELO,TX,76904-9302,,,ping,new,,yes
course_pro_shop,OAK HILLS COUNTRY CLUB,5403 FREDERICKSBURG RD,SAN ANTONIO,TX,78229-3503,,,ping,new,,yes
course_pro_shop,WINDROSE GOLF CLUB,6235 Pinelakes Boulevard,Spring,TX,77379-2599,8327226080,,ping,new,,yes
course_pro_shop,WILLOW BROOK COUNTRY CLUB GOLF SHOP,3205 W ERWIN ST,TYLER,TX,75702-6609,903 343 6161,,ping,new,,yes
course_pro_shop,COTTONWOOD CREEK GOLF COURSE,5201 BAGBY AVE,WACO,TX,76711-2302,,,ping,new,,yes
course_pro_shop,RIDGEWOOD COUNTRY CLUB,7301 FISH POND RD,WACO,TX,76710-1009,,,ping,new,,yes
course_pro_shop,SHADY OAKS COUNTRY CLUB,320 ROARING SPRINGS RD,WESTWORTH VILLAGE,TX,76114-4111,,,ping,new,,yes
fitting_chain,True Spec Golf - Dallas-Fort Worth,4030 N MacArthur Blvd #222,Carefree,AZ,85377,+1844-729-8809,https://truespecgolf.com/dallas-fort-worth/,openseo,new,,yes
fitting_chain,COOL CLUBS,13100 Sunridge Drive,Fountain Hills,AZ,85268-3400,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,20022 North 67th Avenue,Glendale,AZ,85308-4623,,,ping,new,,yes
fitting_chain,GOLFTEC BILTMORE,3136 E INDIAN SCHOOL RD,PHOENIX,AZ,85016-6808,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - PHOENIX,3636 East Baseline Road,Phoenix,AZ,85042-7214,,,ping,new,,yes
fitting_chain,COOL CLUBS,7267 E ADOBE DR,SCOTTSDALE,AZ,85255-4032,,,ping,new,,yes
fitting_chain,GOLFTEC N-SCOTTSDALE,23417 N PIMA RD,SCOTTSDALE,AZ,85255-8382,,,ping,new,,yes
fitting_chain,GOLFTEC SHEA SCOTTSDALE,7342 E SHEA BLVD,SCOTTSDALE,AZ,85260-6467,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,9015 East Vía Linda,Scottsdale,AZ,85258-5410,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - SCOTTSDALE,17025 North Scottsdale Road,Scottsdale,AZ,85255-5881,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - SCOTTSDALE EAST,9998 Talking Stick Way,Scottsdale,AZ,85250-1201,,,ping,new,,yes
fitting_chain,GOLFTEC TEMPE,2010 E RIO SALADO PKWY STE 118,TEMPE,AZ,85281-5182,,,ping,new,,yes
fitting_chain,GOLFTEC TUCSON,3122 N CAMPBELL AVE,TUCSON,AZ,85719-2302,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,635 West Ina Road,Tucson,AZ,85704-4435,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,28631 Canwood Street,Agoura Hills,CA,91301,(818) 865-4991,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - BEVERLY HILLS,9658 Wilshire Boulevard,Beverly Hills,CA,90212-2326,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,3480 Blackhawk Plaza Circle,Blackhawk,CA,94506,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,284 Dupont Street,Corona,CA,92879-6029,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,2710 Via De La Valle,Del Mar,CA,92014-1917,,,ping,new,,yes
fitting_chain,GOLFTEC FOLSOM,2795 E BIDWELL RD,FOLSOM,CA,95630,,,ping,new,,yes
fitting_chain,GOLFTEC FOSTER CITY,1031 E HILLSDALE BLVD,FOSTER CITY,CA,94404-1611,,,ping,new,,yes
fitting_chain,COOL CLUBS,2401 East 3rd Avenue,Foster City,CA,94404,,,ping,new,,yes
fitting_chain,GOLFTEC HUNTINGTON BEACH,15811 GRAHAM ST,HUNTINGTON BEACH,CA,92649-1723,,,ping,new,,yes
fitting_chain,GOLFTEC LA QUINTA #341,80150 US HIGHWAY 111 STE A-2,INDIO,CA,92201-8360,,,ping,new,,yes
fitting_chain,GOLFTEC IRVINE,18021 SKY PARK CIR BLDG 68,IRVINE,CA,92614-6523,,,ping,new,,yes
fitting_chain,COOL CLUBS,1 Golf Club Drive,Irvine,CA,92618,,,ping,new,,yes
fitting_chain,GOLFTEC WEST LA,3130 S SEPULVEDA BLVD STE C,LOS ANGELES,CA,90034-4214,,,ping,new,,yes
fitting_chain,GOLFTEC MISSION VIEJO,28892 MARGUERITE PKWY,MISSION VIEJO,CA,92692-3816,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,3601 Jamboree Road,Newport Beach,CA,92660,,,ping,new,,yes
fitting_chain,GOLFTEC OXNARD,2100 OUTLET CENTER DR,OXNARD,CA,93036-0612,,,ping,new,,yes
fitting_chain,GOLFTEC PASEDENA,2245 E COLORADO BLVD,PASADENA,CA,91107-6829,,,ping,new,,yes
fitting_chain,GOLFTEC PLEASANTON,4247 ROSEWOOD DR #16,PLEASANTON,CA,94588,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,72306 California 111,Palm Desert,CA,92260,,,ping,new,,yes
fitting_chain,TRUE SPEC GOLF - PALM DESERT,9002 Shadow Ridge Road,Palm Desert,CA,92211,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,1232 Galleria Boulevard,Roseville,CA,95678-1950,,,ping,new,,yes
fitting_chain,GOLFTEC MISSION VALLEY #110,7510 HAZARD CENTER DR STE 417,SAN DIEGO,CA,92108-4525,,,ping,new,,yes
fitting_chain,GOLFTEC SANTA MONICA,918 COLORADO AVE,SANTA MONICA,CA,90401-2717,,,ping,new,,yes
fitting_chain,GOLFTEC STUDIO CITY,12741 1/2 VENTURA BLVD,STUDIO CITY,CA,91604,,,ping,new,,yes
fitting_chain,CLUB CHAMPION INC,1123 Industrial Road,San Carlos,CA,94070-4106,,,ping,new,,yes
